343,56
344,92
345,14
346,35
347,60
348,9
349,29
350,17
351,30
352,11
353,95
354,87
355,50
356,35
357,21
358,79
359,78
360,13
361,72
362,4
363,78
364,13
365,11
366,3
367,26
368,45
369,47
370,15
371,91
372,23
373,17
374,66
375,43
376,25
377,97
378,88
379,13
380,98
381,50
382,88
383,83
384,80
385,83
386,64
387,36
388,22
389,85
390,53
391,32
392,39
393,75
394,39
395,92
396,9
397,4
398,88
399,85
400,8
401,76
402,24
403,60
404,29
405,26
406,19
407,5
408,78
409,24
410,92
411,100
412,74
413,47
414,29
415,2
416,33
417,57
418,15
419,49
420,6
421,27
422,8
423,16
424,40
425,11
426,43
427,28
428,28
429,56
430,49
431,99
432,100
433,57
434,33
435,37
436,3
437,94
438,10
439,85
440,11
441,67
442,97
443,31
444,26
445,21
446,79
447,48
448,42
449,48
450,12
451,93
452,26
453,25
454,11
455,11
456,80
457,1
458,9
459,5
460,13
461,93
462,10
463,3
464,10
465,77
466,23
467,48
468,15
469,26
470,38
471,59
472,24
473,10
474,8
475,13
476,47
477,40
478,29
479,36
480,63
481,15
482,64
483,14
484,71
485,57
486,80
487,13
488,65
489,71
490,51
491,65
492,77
493,43
494,62
495,86
496,41
497,62
498,100
499,96
500,80
501,68
502,21
503,33
504,60
505,62
506,89
507,50
508,41
509,37
510,29
511,30
512,48
513,75
514,34
515,78
516,79
517,5
518,97
519,35
520,77
521,48
522,67
523,100
524,41
525,28
526,11
527,36
528,2
529,96
530,50
531,79
532,17
533,54
534,91
535,19
536,1
537,46
538,58
539,67
540,66
541,65
542,11
543,52
544,43
545,29
546,3
547,58
548,57
549,34
550,31
551,52
552,58
553,73
554,5
555,28
556,3
557,22
558,45
559,34
560,65
561,22
562,47
563,78
564,67
565,58
566,58
567,23
568,87
569,14
570,90
571,74
572,36
573,1
574,26
575,37
576,88
577,8
578,23
579,84
580,87
581,25
582,97
583,35
584,44
585,70
586,6
587,13
588,28
589,80
590,77
591,23
592,83
593,11
594,74
595,28
596,72
597,41
598,21
599,5
600,51
601,75
602,48
603,27
604,86
605,31
606,76
607,91
608,89
609,42
610,22
611,71
612,83
613,71
614,57
615,22
616,63
617,13
618,34
619,44
620,76
621,14
622,67
623,38
624,57
625,31
626,11
627,21
628,32
629,78
630,52
631,7
632,19
633,10
634,58
635,51
636,63
637,36
638,70
639,6
640,92
641,33
642,90
643,44
644,48
645,1
646,24
647,85
648,12
649,81
650,37
651,51
652,63
653,86
654,25
655,22
656,60
657,49
658,94
659,95
660,49
661,27
662,5
663,32
664,18
665,65
666,30
667,17
668,18
669,8
670,94
671,40
672,46
673,15
674,45
675,27
676,46
677,81
678,45
679,4
680,7
681,29
682,98
683,35
684,46
685,96
686,80
687,1
688,31
689,30
690,13
691,79
692,46
693,79
694,79
695,25
696,74
697,55
698,50
699,73
700,22
701,45
702,88
703,13
704,54
705,44
706,64
707,27
708,38
709,32
710,69
711,68
712,2
713,74
714,18
715,61
716,69
717,83
718,38
719,8
720,22
721,46
722,93
723,29
724,70
725,36
726,59
727,45
728,6
729,50
730,19
731,76
732,32
733,77
734,78
735,16
736,12
737,90
738,47
739,37
740,37
741,8
742,28
743,29
744,94
745,70
746,54
747,1
748,43
749,47
750,100
751,44
752,20
753,52
754,41
755,34
756,47
757,32
758,32
759,77
760,4
761,24
762,35
763,23
764,73
765,6
766,33
767,67
768,37
769,62
770,24
771,66
772,19
773,36
774,28
775,22
776,88
777,56
778,21
779,26
780,33
781,14
782,7
783,61
784,73
785,19
786,3
787,1
788,34
789,8
790,73
791,72
792,70
793,40
794,68
795,67
796,63
797,61
798,85
799,69
800,35
801,21
802,68
803,37
804,3
805,29
806,67
807,63
808,61
809,22
810,4
811,75
812,82
813,60
814,88
815,92
816,8
817,5
818,71
819,29
820,69
821,39
822,13
823,58
824,57
825,82
826,49
827,36
828,74
829,13
830,95
831,76
832,70
833,50
834,83
835,50
836,11
837,75
838,70
839,90
840,72
841,77
842,72
843,41
844,87
845,68
846,69
847,36
848,68
849,68
850,55
851,74
852,38
853,2
854,95
855,21
856,37
857,74
858,12
859,26
860,72
861,52
862,48
863,70
864,92
865,4
866,8
867,37
868,96
869,96
870,82
871,60
872,52
873,78
874,61
875,98
876,40
877,61
878,90
879,22
880,21
881,22
882,4
883,33
884,92
885,70
886,18
887,15
888,67
889,23
890,88
891,20
892,46
893,92
894,95
895,91
896,98
897,99
898,51
899,36
900,70
901,11
902,14
903,55
904,2
905,72
906,61
907,98
908,96
909,92
910,52
911,2
912,97
913,99
914,17
915,59
916,66
917,75
918,42
919,91
920,88
921,26
922,80
923,71
924,7
925,70
926,38
927,2
928,71
929,62
930,37
931,36
932,66
933,12
934,27
935,42
936,30
937,93
938,28
939,9
940,10
941,68
942,17
943,83
944,68
945,7
946,55
947,41
948,69
949,34
950,78
951,20
952,5
953,44
954,5
955,86
956,99
957,28
958,62
959,58
960,33
961,24
962,18
963,5
964,77
965,9
966,54
967,45
968,25
969,13
970,39
971,60
972,76
973,5
974,88
975,51
976,20
977,36
978,16
979,87
980,95
981,66
982,10
983,69
984,25
985,94
986,98
987,23
988,91
989,49
990,29
991,80
992,84
993,64
994,59
995,44
996,90
997,91
998,8
999,29
1000,60
1001,58
1002,83
1003,88
1004,84
1005,67
1006,79
1007,98
1008,71
1009,50
1010,66
1011,84
1012,53
1013,23
1014,57
1015,57
1016,5
1017,35
1018,91
1019,4
1020,88
1021,49
1022,42
1023,7
1024,41
1025,33
1026,18
1027,98
1028,51
1029,58
1030,92
1031,84
1032,54
1033,97
1034,28
1035,80
1036,46
1037,30
1038,33
1039,41
1040,34
1041,87
1042,39
1043,55
1044,71
1045,16
1046,35
1047,90
1048,56
1049,95
1050,36
1051,32
1052,73
1053,1
1054,1
1055,75
1056,71
1057,4
1058,5
1059,86
1060,59
1061,2
1062,28
1063,36
1064,78
1065,23
1066,34
1067,97
1068,49
1069,34
1070,33
1071,6
1072,18
1073,76
1074,30
1075,76
1076,45
1077,19
1078,57
1079,93
1080,13
1081,98
1082,51
1083,18
1084,59
1085,10
1086,13
1087,43
1088,71
1089,97
1090,6
1091,65
1092,4
1093,33
1094,9
1095,7
1096,89
1097,62
1098,32
1099,98
1100,93
1101,49
1102,35
1103,73
1104,88
1105,72
1106,23
1107,89
1108,15
1109,92
1110,76
1111,76
1112,65
1113,55
1114,73
1115,62
1116,84
1117,29
1118,76
1119,24
1120,72
1121,3
1122,87
1123,33
1124,59
1125,32
1126,62
1127,16
1128,97
1129,18
1130,47
1131,56
1132,48
1133,63
1134,43
1135,66
1136,27
1137,7
1138,73
1139,52
1140,97
1141,8
1142,6
1143,89
1144,26
1145,53
1146,14
1147,15
1148,26
1149,75
1150,67
1151,18
1152,66
1153,39
1154,99
1155,83
1156,23
1157,9
1158,30
1159,81
1160,38
1161,94
1162,64
1163,76
1164,71
1165,53
1166,73
1167,12
1168,46
1169,16
1170,96
1171,81
1172,36
1173,77
1174,12
1175,50
1176,56
1177,11
1178,16
1179,9
1180,27
1181,11
1182,89
1183,72
1184,21
1185,10
1186,93
1187,76
1188,50
1189,32
1190,76
1191,6
1192,68
1193,51
1194,21
1195,65
1196,22
1197,88
1198,29
1199,2
1200,74
1201,64
1202,95
1203,21
1204,46
1205,55
1206,30
1207,59
1208,8
1209,1
1210,43
1211,96
1212,34
1213,42
1214,59
1215,21
1216,37
1217,16
1218,89
1219,54
1220,12
1221,64
1222,76
1223,1
1224,50
1225,44
1226,16
1227,13
1228,62
1229,62
1230,87
1231,49
1232,80
1233,58
1234,61
1235,63
1236,51
1237,19
1238,40
1239,44
1240,81
1241,52
1242,64
1243,64
1244,18
1245,38
1246,2
1247,70
1248,43
1249,12
1250,13
1251,45
1252,43
1253,76
1254,2
1255,15
1256,86
1257,21
1258,33
1259,85
1260,46
1261,100
1262,25
1263,31
1264,66
1265,59
1266,18
1267,93
1268,26
1269,55
1270,42
1271,93
1272,56
1273,40
1274,82
1275,59
1276,47
1277,13
1278,64
1279,39
1280,80
1281,37
1282,5
1283,62
1284,87
1285,29
1286,43
1287,51
1288,63
1289,5
1290,69
1291,62
1292,7
1293,66
1294,11
1295,12
1296,95
1297,56
1298,53
1299,44
1300,85
1301,75
1302,60
1303,44
1304,68
1305,68
1306,29
1307,1
1308,24
1309,28
1310,54
1311,83
1312,20
1313,78
1314,43
1315,57
1316,39
1317,59
1318,49
1319,69
1320,83
1321,85
1322,34
1323,20
1324,38
1325,74
1326,18
1327,41
1328,55
1329,71
1330,3
1331,48
1332,86
1333,1
1334,29
1335,61
1336,57
1337,75
1338,98
1339,72
1340,78
1341,24
1342,52
1343,83
1344,27
1345,43
1346,82
1347,21
1348,80
1349,45
1350,93
1351,57
1352,35
1353,37
1354,25
1355,67
1356,62
1357,68
1358,31
1359,55
1360,100
1361,2
1362,21
1363,39
1364,55
1365,11
1366,16
1367,60
1368,24
1369,46
1370,26
1371,24
1372,33
1373,52
1374,87
1375,68
1376,53
1377,7
1378,32
1379,72
1380,6
1381,78
1382,46
1383,79
1384,77
1385,56
1386,98
1387,24
1388,67
1389,2
1390,46
1391,43
1392,27
1393,59
1394,28
1395,29
1396,20
1397,10
1398,76
1399,41
1400,68
1401,2
1402,26
1403,78
1404,91
1405,27
1406,46
1407,76
1408,100
1409,27
1410,86
1411,72
1412,87
1413,23
1414,37
1415,79
1416,84
1417,72
1418,48
1419,89
1420,100
1421,87
1422,68
1423,48
1424,34
1425,9
1426,48
1427,76
1428,66
1429,85
1430,53
1431,38
1432,18
1433,64
1434,39
1435,77
1436,36
1437,82
1438,85
1439,22
1440,47
1441,24
1442,7
1443,92
1444,30
1445,8
1446,17
1447,72
1448,34
1449,45
1450,10
1451,36
1452,54
1453,24
1454,100
1455,11
1456,61
1457,57
1458,97
1459,81
1460,93
1461,82
1462,40
1463,8
1464,93
1465,77
1466,63
1467,59
1468,96
1469,54
1470,32
1471,44
1472,52
1473,75
1474,6
1475,6
1476,79
1477,95
1478,38
1479,8
1480,34
1481,93
1482,33
1483,36
1484,74
1485,18
1486,8
1487,17
1488,39
1489,61
1490,34
1491,16
1492,26
1493,36
1494,59
1495,35
1496,56
1497,64
1498,56
1499,20
1500,96
1501,19
1502,42
1503,82
1504,98
1505,49
1506,20
1507,25
1508,65
1509,5
1510,96
1511,46
1512,94
1513,90
1514,26
1515,37
1516,25
1517,64
1518,15
1519,41
1520,16
1521,11
1522,26
1523,18
1524,64
1525,51
1526,36
1527,91
1528,55
1529,66
1530,72
1531,89
1532,92
1533,41
1534,21
1535,85
1536,91
1537,55
1538,81
1539,54
1540,68
1541,98
1542,1
1543,35
1544,16
1545,34
1546,66
1547,65
1548,7
1549,5
1550,38
1551,35
1552,16
1553,11
1554,98
1555,40
1556,27
1557,22
1558,32
1559,55
1560,9
1561,86
1562,75
1563,1
1564,82
1565,49
1566,71
1567,97
1568,30
1569,82
1570,99
1571,52
1572,37
1573,20
1574,55
1575,20
1576,25
1577,85
1578,5
1579,12
1580,15
1581,23
1582,19
1583,75
1584,6
1585,91
1586,15
1587,43
1588,78
1589,69
1590,3
1591,15
1592,35
1593,64
1594,40
1595,31
1596,10
1597,88
1598,22
1599,98
1600,71
1601,86
1602,56
1603,95
1604,11
1605,96
1606,52
1607,13
1608,98
1609,65
1610,95
1611,39
1612,16
1613,57
1614,28
1615,48
1616,84
1617,90
1618,100
1619,22
1620,55
1621,39
1622,74
1623,50
1624,9
1625,20
1626,39
1627,23
1628,2
1629,96
1630,10
1631,52
1632,68
1633,98
1634,76
1635,31
1636,88
1637,97
1638,8
1639,58
1640,27
1641,38
1642,8
1643,58
1644,10
1645,63
1646,53
1647,84
1648,83
1649,47
1650,26
1651,43
1652,95
1653,22
1654,84
1655,22
1656,82
1657,71
1658,7
1659,96
1660,54
1661,88
1662,43
1663,25
1664,30
1665,100
1666,81
1667,14
1668,16
1669,2
1670,58
1671,16
1672,88
1673,94
1674,18
1675,86
1676,23
1677,43
1678,65
1679,2
1680,72
1681,35
1682,64
1683,39
1684,57
1685,79
1686,93
1687,30
1688,82
1689,90
1690,77
1691,27
1692,70
1693,70
1694,56
1695,7
1696,14
1697,82
1698,67
1699,94
1700,44
1701,10
1702,78
1703,12
1704,36
1705,40
1706,13
1707,96
1708,88
1709,8
1710,39
1711,39
1712,50
1713,25
1714,94
1715,43
1716,10
1717,51
1718,53
1719,33
1720,64
1721,26
1722,81
1723,6
1724,16
1725,42
1726,78
1727,31
1728,35
1729,71
1730,34
1731,13
1732,75
1733,78
1734,49
1735,45
1736,47
1737,49
1738,99
1739,24
1740,20
1741,91
1742,57
1743,19
1744,98
1745,89
1746,19
1747,23
1748,94
1749,11
1750,98
1751,51
1752,62
1753,85
1754,49
1755,58
1756,53
1757,36
1758,58
1759,96
1760,20
1761,3
1762,48
1763,57
1764,8
1765,77
1766,49
1767,24
1768,23
1769,7
1770,8
1771,76
1772,88
1773,35
1774,88
1775,12
1776,77
1777,45
1778,28
1779,38
1780,4
1781,41
1782,97
1783,14
1784,99
1785,70
1786,92
1787,38
1788,74
1789,72
1790,88
1791,26
1792,44
1793,90
1794,12
1795,32
1796,9
1797,7
1798,30
1799,99
1800,95
1801,94
1802,45
1803,49
1804,23
1805,3
1806,90
1807,6
1808,86
1809,65
1810,100
1811,93
1812,89
1813,13
1814,71
1815,9
1816,97
1817,3
1818,11
1819,20
1820,56
1821,60
1822,59
1823,25
1824,1
1825,10
1826,68
1827,28
1828,38
1829,66
1830,41
1831,10
1832,75
1833,94
1834,8
1835,63
1836,66
1837,83
1838,89
1839,75
1840,87
1841,85
1842,70
1843,71
1844,85
1845,36
1846,96
1847,12
1848,100
1849,16
1850,71
1851,91
1852,80
1853,80
1854,37
1855,18
1856,52
1857,13
1858,21
1859,26
1860,68
1861,50
1862,25
1863,84
1864,100
1865,27
1866,66
1867,56
1868,43
1869,12
1870,21
1871,92
1872,81
1873,69
1874,53
1875,95
1876,27
1877,33
1878,77
1879,1
1880,38
1881,80
1882,12
1883,62
1884,5
1885,97
1886,34
1887,50
1888,34
1889,52
1890,1
1891,44
1892,46
1893,75
1894,67
1895,97
1896,78
1897,15
1898,98
1899,23
1900,35
1901,42
1902,83
1903,50
1904,52
1905,26
1906,21
1907,59
1908,77
1909,72
1910,8
1911,60
1912,4
1913,88
1914,76
1915,76
1916,100
1917,27
1918,49
1919,55
1920,23
1921,19
1922,52
1923,91
1924,32
1925,99
1926,18
1927,62
1928,59
1929,67
1930,75
1931,10
1932,41
1933,15
1934,82
1935,8
1936,88
1937,81
1938,29
1939,21
1940,20
1941,69
1942,92
1943,97
1944,62
1945,100
1946,91
1947,34
1948,3
1949,39
1950,37
1951,84
1952,7
1953,67
1954,26
1955,37
1956,93
1957,49
1958,66
1959,29
1960,27
1961,80
1962,50
1963,79
1964,98
1965,82
1966,8
1967,5
1968,13
1969,44
1970,27
1971,29
1972,35
1973,29
1974,40
1975,97
1976,10
1977,14
1978,84
1979,46
1980,5
1981,43
1982,88
1983,69
1984,45
1985,11
1986,93
1987,100
1988,73
1989,27
1990,2
1991,48
1992,67
1993,78
1994,78
1995,31
1996,5
1997,58
1998,96
1999,19
2000,58
2001,56
2002,53
2003,25
2004,11
2005,81
2006,49
2007,18
2008,65
2009,92
2010,72
2011,4
2012,5
2013,77
2014,66
2015,9
2016,60
2017,2
2018,30
2019,79
2020,7
2021,84
2022,12
2023,22
2024,17
2025,52
2026,61
2027,24
2028,99
2029,63
2030,73
2031,86
2032,92
2033,58
2034,50
2035,72
2036,30
2037,63
2038,3
2039,72
2040,91
2041,48
2042,62
2043,89
2044,44
2045,58
2046,12
2047,22
2048,2
2049,13
2050,18
2051,52
2052,96
2053,38
2054,99
2055,24
2056,49
2057,24
2058,8
2059,73
2060,14
2061,14
2062,57
2063,62
2064,74
2065,98
2066,54
2067,35
2068,51
2069,37
2070,20
2071,86
2072,7
2073,27
2074,55
2075,44
2076,58
2077,3
2078,28
2079,10
2080,24
2081,63
2082,76
2083,4
2084,13
2085,50
2086,58
2087,43
2088,29
2089,85
2090,82
2091,37
2092,61
2093,26
2094,53
2095,16
2096,48
2097,82
2098,40
2099,71
2100,92
2101,34
2102,68
2103,70
2104,18
2105,90
2106,88
2107,27
2108,82
2109,68
2110,57
2111,71
2112,66
2113,33
2114,87
2115,33
2116,89
2117,65
2118,27
2119,34
2120,79
2121,47
2122,18
2123,65
2124,93
2125,47
2126,61
2127,75
2128,95
2129,13
2130,13
2131,83
2132,5
2133,5
2134,89
2135,31
2136,36
2137,13
2138,26
2139,3
2140,26
2141,69
2142,45
2143,45
2144,34
2145,68
2146,33
2147,4
2148,18
2149,18
2150,15
2151,42
2152,76
2153,78
2154,10
2155,30
2156,59
2157,53
2158,50
2159,56
2160,59
2161,58
2162,32
2163,28
2164,40
2165,14
2166,23
2167,55
2168,24
2169,10
2170,49
2171,78
2172,78
2173,35
2174,57
2175,41
2176,2
2177,36
2178,79
2179,46
2180,69
2181,54
2182,21
2183,68
2184,78
2185,98
2186,77
2187,77
2188,31
2189,5
2190,52
2191,82
2192,89
2193,65
2194,9
2195,45
2196,32
2197,71
2198,81
2199,15
2200,60
2201,22
2202,15
2203,92
2204,45
2205,62
2206,37
2207,10
2208,21
2209,95
2210,59
2211,12
2212,51
2213,35
2214,71
2215,63
2216,27
2217,35
2218,89
2219,28
2220,38
2221,15
2222,52
2223,79
2224,34
2225,28
2226,48
2227,1
2228,4
2229,83
2230,40
2231,64
2232,73
2233,5
2234,50
2235,54
2236,44
2237,57
2238,78
2239,47
2240,37
2241,36
2242,75
2243,20
2244,46
2245,66
2246,18
2247,100
2248,59
2249,29
2250,26
2251,47
2252,66
2253,70
2254,58
2255,45
2256,40
2257,60
2258,21
2259,79
2260,67
2261,48
2262,19
2263,83
2264,57
2265,65
2266,1
2267,1
2268,53
2269,68
2270,28
2271,37
2272,52
2273,91
2274,52
2275,68
2276,46
2277,93
2278,81
2279,76
2280,94
2281,100
2282,98
2283,35
2284,51
2285,54
2286,98
2287,81
2288,31
2289,83
2290,84
2291,28
2292,73
2293,27
2294,82
2295,53
2296,34
2297,45
2298,3
2299,11
2300,74
2301,50
2302,23
2303,41
2304,64
2305,24
2306,32
2307,2
2308,38
2309,83
2310,83
2311,92
2312,47
2313,9
2314,10
2315,76
2316,53
2317,43
2318,36
2319,23
2320,12
2321,71
2322,38
2323,93
2324,69
2325,76
2326,61
2327,74
2328,63
2329,8
2330,11
2331,21
2332,87
2333,97
2334,99
2335,84
2336,35
2337,39
2338,70
2339,28
2340,9
2341,68
2342,33
2343,84
2344,99
2345,1
2346,4
2347,63
2348,94
2349,6
2350,92
2351,73
2352,65
2353,29
2354,57
2355,12
2356,76
2357,90
2358,55
2359,37
2360,67
2361,96
2362,95
2363,2
2364,17
2365,58
2366,27
2367,39
2368,94
2369,46
2370,59
2371,24
2372,9
2373,85
2374,4
2375,34
2376,95
2377,22
2378,87
2379,82
2380,21
2381,63
2382,61
2383,60
2384,64
2385,38
2386,51
2387,84
2388,45
2389,40
2390,34
2391,97
2392,54
2393,48
2394,20
2395,58
2396,51
2397,92
2398,85
2399,66
2400,3
2401,5
2402,56
2403,49
2404,44
2405,80
2406,41
2407,37
2408,42
2409,37
2410,15
2411,52
2412,49
2413,96
2414,46
2415,70
2416,29
2417,32
2418,38
2419,40
2420,98
2421,78
2422,19
2423,19
2424,38
2425,41
2426,89
2427,14
2428,54
2429,54
2430,49
2431,21
2432,86
2433,50
2434,48
2435,31
2436,99
2437,38
2438,73
2439,25
2440,1
2441,15
2442,79
2443,7
2444,6
2445,87
2446,74
2447,16
2448,92
2449,92
2450,21
2451,30
2452,75
2453,48
2454,85
2455,96
2456,57
2457,9
2458,19
2459,67
2460,38
2461,64
2462,24
2463,25
2464,40
2465,83
2466,66
2467,68
2468,2
2469,66
2470,88
2471,33
2472,82
2473,24
2474,29
2475,20
2476,75
2477,32
2478,58
2479,53
2480,1
2481,35
2482,81
2483,53
2484,90
2485,90
2486,13
2487,36
2488,41
2489,68
2490,75
2491,12
2492,97
2493,66
2494,3
2495,16
2496,40
2497,84
2498,68
2499,52
2500,26
2501,98
2502,50
2503,32
2504,67
2505,57
2506,63
2507,54
2508,14
2509,58
2510,17
2511,9
2512,59
2513,75
2514,93
2515,74
2516,33
2517,99
2518,57
2519,21
2520,15
2521,77
2522,52
2523,36
2524,55
2525,22
2526,48
2527,67
2528,86
2529,23
2530,82
2531,55
2532,41
2533,70
2534,84
2535,15
2536,31
2537,79
2538,71
2539,90
2540,50
2541,5
2542,8
2543,12
2544,75
2545,29
2546,33
2547,80
2548,24
2549,90
2550,17
2551,31
2552,57
2553,20
2554,55
2555,68
2556,11
2557,94
2558,85
2559,1
2560,14
2561,95
2562,58
2563,65
2564,97
2565,72
2566,57
2567,63
2568,79
2569,90
2570,46
2571,59
2572,58
2573,2
2574,7
2575,10
2576,28
2577,30
2578,98
2579,38
2580,73
2581,77
2582,58
2583,19
2584,5
2585,80
2586,19
2587,7
2588,37
2589,40
2590,71
2591,5
2592,79
2593,34
2594,64
2595,67
2596,29
2597,12
2598,1
2599,36
2600,3
2601,85
2602,8
2603,99
2604,39
2605,75
2606,31
2607,44
2608,95
2609,77
2610,34
2611,9
2612,42
2613,71
2614,14
2615,71
2616,92
2617,76
2618,18
2619,76
2620,31
2621,44
2622,85
2623,41
2624,81
2625,95
2626,47
2627,3
2628,12
2629,70
2630,84
2631,4
2632,60
2633,92
2634,47
2635,4
2636,70
2637,63
2638,92
2639,11
2640,72
2641,86
2642,64
2643,25
2644,17
2645,64
2646,5
2647,63
2648,42
2649,17
2650,66
2651,92
2652,72
2653,91
2654,1
2655,70
2656,73
2657,94
2658,12
2659,14
2660,52
2661,91
2662,31
2663,14
2664,10
2665,55
2666,53
2667,9
2668,99
2669,77
2670,1
2671,13
2672,73
2673,88
2674,100
2675,11
2676,73
2677,84
2678,51
2679,48
2680,71
2681,24
2682,33
2683,82
2684,51
2685,27
2686,40
2687,62
2688,20
2689,43
2690,68
2691,75
2692,84
2693,7
2694,32
2695,50
2696,54
2697,53
2698,51
2699,16
2700,12
2701,68
2702,4
2703,31
2704,57
2705,41
2706,44
2707,35
2708,95
2709,43
2710,25
2711,12
2712,89
2713,69
2714,30
2715,56
2716,27
2717,30
2718,99
2719,81
2720,43
2721,70
2722,13
2723,16
2724,16
2725,95
2726,71
2727,50
2728,97
2729,32
2730,11
2731,61
2732,29
2733,61
2734,1
2735,23
2736,65
2737,86
2738,41
2739,31
2740,39
2741,62
2742,37
2743,64
2744,8
2745,72
2746,9
2747,30
2748,1
2749,10
2750,56
2751,48
2752,65
2753,69
2754,83
2755,33
2756,40
2757,40
2758,92
2759,13
2760,72
2761,1
2762,47
2763,18
2764,87
2765,63
2766,31
2767,15
2768,2
2769,47
2770,14
2771,97
2772,6
2773,83
2774,42
2775,98
2776,17
2777,67
2778,72
2779,88
2780,84
2781,71
2782,4
2783,66
2784,19
2785,70
2786,51
2787,91
2788,83
2789,10
2790,11
2791,17
2792,11
2793,21
2794,40
2795,80
2796,48
2797,10
2798,87
2799,39
2800,79
2801,16
2802,52
2803,15
2804,79
2805,62
2806,72
2807,27
2808,38
2809,41
2810,19
2811,80
2812,80
2813,14
2814,13
2815,77
2816,63
2817,74
2818,73
2819,77
2820,95
2821,29
2822,11
2823,76
2824,68
2825,65
2826,15
2827,88
2828,4
2829,73
2830,72
2831,73
2832,98
2833,3
2834,83
2835,32
2836,61
2837,89
2838,92
2839,4
2840,25
2841,44
2842,32
2843,97
2844,96
2845,50
2846,66
2847,38
2848,100
2849,38
2850,1
2851,74
2852,26
2853,90
2854,54
2855,3
2856,91
2857,56
2858,20
2859,29
2860,53
2861,56
2862,23
2863,34
2864,20
2865,75
2866,26
2867,15
2868,55
2869,43
2870,27
2871,27
2872,53
2873,93
2874,83
2875,48
2876,55
2877,95
2878,38
2879,23
2880,19
2881,57
2882,63
2883,60
2884,71
2885,85
2886,22
2887,67
2888,72
2889,79
2890,67
2891,65
2892,3
2893,10
2894,63
2895,100
2896,49
2897,40
2898,89
2899,57
2900,64
2901,88
2902,70
2903,49
2904,48
2905,82
2906,79
2907,34
2908,8
2909,67
2910,39
2911,14
2912,26
2913,8
2914,38
2915,78
2916,47
2917,7
2918,17
2919,7
2920,55
2921,6
2922,12
2923,92
2924,56
2925,25
2926,46
2927,88
2928,63
2929,7
2930,17
2931,77
2932,99
2933,75
2934,71
2935,41
2936,27
2937,65
2938,6
2939,67
2940,22
2941,82
2942,6
2943,1
2944,53
2945,41
2946,87
2947,97
2948,23
2949,29
2950,38
2951,60
2952,65
2953,54
2954,62
2955,32
2956,33
2957,1
2958,11
2959,41
2960,18
2961,31
2962,15
2963,63
2964,72
2965,3
2966,27
2967,56
2968,34
2969,17
2970,27
2971,34
2972,52
2973,41
2974,95
2975,42
2976,95
2977,28
2978,69
2979,68
2980,49
2981,10
2982,48
2983,64
2984,65
2985,16
2986,90
2987,96
2988,61
2989,12
2990,74
2991,92
2992,78
2993,79
2994,98
2995,55
2996,81
2997,81
2998,74
2999,18
